Query,COG Category,GO terms
#query,COG_category,GOs
fig|195.2044.peg.1594,P,-
fig|195.2044.peg.1519,E,-
fig|195.2044.peg.1578,T,-
fig|195.2045.peg.1795,S,-
fig|195.2045.peg.1669,M,-
fig|195.2045.peg.1513,L,-
fig|195.2045.peg.1525,S,-
fig|195.2045.peg.404,S,-
fig|195.2045.peg.477,-,-
fig|195.2045.peg.1656,-,-
fig|195.2045.peg.1683,P,-
fig|195.2045.peg.420,G,-
fig|195.2045.peg.421,G,-
fig|195.2045.peg.1367,-,-
fig|195.2045.peg.787,-,-
fig|195.2045.peg.478,-,-
fig|195.2045.peg.1053,S,-
fig|195.2045.peg.1065,NU,-
fig|195.2045.peg.1670,M,-
fig|195.2045.peg.1745,S,-
fig|195.2045.peg.1419,P,-
fig|195.2045.peg.1522,K,-
fig|195.2045.peg.208,H,-
fig|195.2045.peg.1343,-,-
fig|195.2045.peg.1523,K,-
fig|195.2045.peg.1174,S,-
fig|195.2045.peg.1796,S,-
fig|195.2045.peg.654,M,-
fig|195.2045.peg.475,S,-
fig|195.2045.peg.653,M,-
fig|195.2045.peg.1064,NU,-
fig|195.2045.peg.1143,S,-
fig|195.2045.peg.1512,L,-
fig|195.2045.peg.160,-,-
fig|195.2045.peg.1684,P,-
fig|195.2045.peg.1668,M,-
fig|195.2045.peg.264,S,-
fig|195.2045.peg.100,L,-
fig|195.2045.peg.1767,S,-
fig|195.2045.peg.1168,G,-
fig|195.2045.peg.1144,S,-
fig|195.2045.peg.1432,S,-
fig|195.2045.peg.1420,P,-
fig|195.2045.peg.1805,NT,-
fig|195.2045.peg.1798,-,-
fig|195.2045.peg.207,H,-
fig|195.2046.peg.520,M,-
fig|195.2046.peg.1139,I,-
fig|195.2046.peg.988,F,-
fig|195.2046.peg.976,C,-
fig|195.2046.peg.1136,P,-
fig|195.2046.peg.1709,-,-
fig|195.2046.peg.741,S,-
fig|195.2046.peg.1796,L,-
fig|195.2046.peg.1801,S,-
fig|195.2046.peg.1572,O,-
fig|195.2046.peg.1131,P,-
fig|195.2046.peg.1111,S,-
fig|195.2046.peg.1760,L,-
fig|195.2046.peg.1639,U,-
fig|195.2046.peg.1138,P,-
fig|195.2046.peg.505,NT,-
fig|195.2046.peg.1708,-,-
fig|195.2046.peg.1137,P,-
fig|195.2046.peg.1117,E,-
fig|195.2046.peg.1668,L,-
fig|195.2046.peg.974,C,-
fig|195.2046.peg.521,M,-
fig|195.2046.peg.1669,HJ,-
fig|195.2046.peg.1281,-,-
fig|195.2046.peg.1667,S,-
fig|195.2046.peg.854,NT,-
fig|195.2046.peg.1716,E,-
fig|195.2046.peg.1737,U,-
fig|195.2046.peg.1140,O,-
fig|195.2046.peg.1579,C,-
fig|195.2046.peg.1472,NT,-
fig|195.2047.peg.1730,-,-
fig|195.2047.peg.1711,S,-
fig|195.2047.peg.1837,S,-
fig|195.2047.peg.1871,S,-
fig|195.2047.peg.107,E,-
fig|195.2047.peg.1836,S,-
fig|195.2047.peg.1853,S,-
fig|195.2047.peg.1803,-,-
fig|195.2047.peg.1833,S,-
fig|195.2047.peg.1822,S,-
fig|195.2047.peg.1802,L,-
fig|195.2047.peg.1800,S,-
fig|195.2047.peg.1673,S,-
fig|195.2047.peg.1845,S,-
fig|195.2047.peg.1715,S,-
fig|195.2047.peg.1789,S,-
fig|195.2047.peg.1801,S,-
fig|195.2047.peg.1588,-,-
fig|195.2047.peg.1864,S,-
fig|195.2047.peg.1783,L,-
fig|195.2047.peg.1857,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2047.peg.1846,-,-
fig|195.2047.peg.1832,S,-
fig|195.2047.peg.257,L,-
fig|195.2047.peg.1806,S,-
fig|195.2047.peg.1795,S,-
fig|195.2047.peg.1872,S,-
fig|195.2047.peg.1867,S,-
fig|195.2047.peg.1868,L,-
fig|195.2047.peg.1816,S,-
fig|195.2047.peg.256,NT,-
fig|195.2047.peg.106,E,-
fig|195.2048.peg.1839,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2048.peg.1556,M,-
fig|195.2048.peg.1305,S,-
fig|195.2048.peg.404,S,-
fig|195.2048.peg.70,S,-
fig|195.2048.peg.355,U,-
fig|195.2048.peg.261,-,-
fig|195.2048.peg.1833,M,-
fig|195.2048.peg.134,E,-
fig|195.2048.peg.1826,M,-
fig|195.2048.peg.1474,-,-
fig|195.2048.peg.1825,M,-
fig|195.2048.peg.1081,-,-
fig|195.2048.peg.1745,S,-
fig|195.2048.peg.1104,S,-
fig|195.2048.peg.1415,O,-
fig|195.2048.peg.1823,M,-
fig|195.2048.peg.1606,S,-
fig|195.2048.peg.1512,O,-
fig|195.2048.peg.400,-,-
fig|195.2048.peg.163,O,-
fig|195.2048.peg.1475,M,-
fig|195.2048.peg.625,S,-
fig|195.2048.peg.306,M,-
fig|195.2048.peg.1784,I,-
fig|195.2048.peg.1828,S,-
fig|195.2048.peg.1752,L,-
fig|195.2048.peg.1133,-,-
fig|195.2048.peg.135,E,-
fig|195.2048.peg.126,-,-
fig|195.2048.peg.1824,GM,-
fig|195.2048.peg.140,-,-
fig|195.2048.peg.356,U,-
fig|195.2048.peg.620,H,-
fig|195.2048.peg.1362,S,-
fig|195.2048.peg.590,C,-
fig|195.2048.peg.1821,S,-
fig|195.2048.peg.621,S,-
fig|195.2048.peg.1233,C,-
fig|195.2048.peg.1753,L,-
fig|195.2048.peg.1143,S,-
fig|195.2048.peg.1841,NT,-
fig|195.2048.peg.1476,M,-
fig|195.2048.peg.1134,S,-
fig|195.2048.peg.1103,M,-
fig|195.2048.peg.1832,M,-
fig|195.2048.peg.1822,H,-
fig|195.2048.peg.1626,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2049.peg.1842,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2049.peg.920,V,-
fig|195.2049.peg.1038,M,-
fig|195.2051.peg.1364,S,-
fig|195.2051.peg.1167,C,-
fig|195.2051.peg.1265,-,-
fig|195.2051.peg.1790,-,-
fig|195.2051.peg.1115,M,-
fig|195.2051.peg.1776,S,-
fig|195.2051.peg.1814,S,-
fig|195.2051.peg.1700,S,-
fig|195.2051.peg.1263,S,-
fig|195.2051.peg.83,G,-
fig|195.2051.peg.288,G,-
fig|195.2051.peg.1766,K,-
fig|195.2051.peg.1773,S,-
fig|195.2051.peg.283,S,-
fig|195.2051.peg.284,Q,-
fig|195.2051.peg.1264,-,-
fig|195.2051.peg.1698,S,-
fig|195.2051.peg.1106,P,-
fig|195.2051.peg.953,E,-
fig|195.2051.peg.1529,NT,-
fig|195.2051.peg.1798,S,-
fig|195.2051.peg.1784,S,-
fig|195.2051.peg.1799,S,-
fig|195.2051.peg.1114,M,-
fig|195.2051.peg.291,M,-
fig|195.2051.peg.1812,NT,-
fig|195.2051.peg.1800,S,-
fig|195.2051.peg.287,G,-
fig|195.2051.peg.4,-,-
fig|195.2052.peg.1328,S,-
fig|195.2052.peg.9,N,-
fig|195.2052.peg.1732,S,-
fig|195.2052.peg.505,G,-
fig|195.2052.peg.125,L,-
fig|195.2052.peg.1189,S,-
fig|195.2052.peg.1463,J,-
fig|195.2052.peg.1190,S,-
fig|195.2052.peg.906,NT,-
fig|195.2052.peg.10,N,-
fig|195.2052.peg.1462,J,-
fig|195.2052.peg.905,NT,-
fig|195.2052.peg.126,S,-
fig|195.2052.peg.127,-,-
fig|195.2052.peg.1710,S,-
fig|195.2053.peg.1389,S,-
fig|195.2053.peg.81,K,-
fig|195.2053.peg.1814,P,-
fig|195.2053.peg.1537,E,-
fig|195.2053.peg.408,K,-
fig|195.2053.peg.1801,G,-
fig|195.2053.peg.1831,M,-
fig|195.2053.peg.1678,-,-
fig|195.2053.peg.1825,S,-
fig|195.2053.peg.1257,-,-
fig|195.2053.peg.1562,S,-
fig|195.2053.peg.260,L,-
fig|195.2053.peg.256,-,-
fig|195.2053.peg.1350,S,-
fig|195.2053.peg.1618,G,-
fig|195.2053.peg.1360,S,-
fig|195.2053.peg.1349,S,-
fig|195.2053.peg.1391,-,-
fig|195.2053.peg.1390,-,-
fig|195.2053.peg.1776,S,-
fig|195.2053.peg.1563,S,-
fig|195.2053.peg.1721,P,-
fig|195.2053.peg.1483,S,-
fig|195.2053.peg.1826,LV,-
fig|195.2053.peg.1475,I,-
fig|195.2053.peg.1062,S,-
fig|195.2053.peg.516,P,-
fig|195.2053.peg.1073,S,-
fig|195.2053.peg.1484,S,-
fig|195.2053.peg.1830,M,-
fig|195.2053.peg.784,EGP,-
fig|195.2053.peg.1377,-,-
fig|195.2053.peg.975,S,-
fig|195.2053.peg.1712,S,-
fig|195.2053.peg.1381,S,"GO:0005575,GO:0019012"
fig|195.2053.peg.82,K,-
fig|195.2053.peg.783,EGP,-
fig|195.2054.peg.307,C,-
fig|195.2054.peg.1717,NU,-
fig|195.2054.peg.1718,-,-
fig|195.2054.peg.1844,U,-
fig|195.2054.peg.1091,L,-
fig|195.2054.peg.630,-,-
fig|195.2054.peg.514,-,-
fig|195.2054.peg.165,L,-
fig|195.2054.peg.1672,-,-
fig|195.2054.peg.513,L,-
fig|195.2054.peg.1505,L,-
fig|195.2054.peg.1090,S,-
fig|195.2054.peg.279,S,-
fig|195.2054.peg.1744,Q,-
fig|195.2054.peg.389,M,-
fig|195.2054.peg.1174,J,-
fig|195.2054.peg.107,H,-
fig|195.2054.peg.1789,S,-
fig|195.2054.peg.1743,-,-
fig|195.2054.peg.1584,-,-
fig|195.2054.peg.1821,L,-
fig|195.2054.peg.1660,U,-
fig|195.2054.peg.818,S,-
fig|195.2054.peg.1798,L,-
fig|195.2054.peg.1797,S,-
fig|195.2054.peg.1788,O,-
fig|195.2054.peg.1683,-,-
fig|195.2054.peg.1587,L,-
fig|195.2054.peg.278,V,-
fig|195.2054.peg.1793,F,-
fig|195.2054.peg.1783,K,-
fig|195.2054.peg.1837,U,-
fig|195.2054.peg.1396,-,-
fig|195.2054.peg.1329,S,-
fig|195.2055.peg.1778,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2055.peg.1672,S,-
fig|195.2055.peg.1598,C,-
fig|195.2055.peg.1765,D,-
fig|195.2055.peg.145,M,-
fig|195.2055.peg.1488,P,-
fig|195.2055.peg.1220,C,-
fig|195.2055.peg.1780,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2055.peg.1249,S,-
fig|195.2055.peg.1614,M,-
fig|195.2055.peg.1677,J,-
fig|195.2055.peg.1777,L,-
fig|195.2055.peg.1669,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2055.peg.1775,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2055.peg.872,E,-
fig|195.2055.peg.1736,S,-
fig|195.2055.peg.1732,D,-
fig|195.2055.peg.733,S,-
fig|195.2055.peg.1583,-,-
fig|195.2055.peg.1783,NT,-
fig|195.2055.peg.1487,P,-
fig|195.2055.peg.211,E,-
fig|195.2055.peg.732,S,-
fig|195.2055.peg.1540,S,-
fig|195.2055.peg.111,N,"GO:0001539,GO:0005575,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2055.peg.1361,S,-
fig|195.2055.peg.1721,L,-
fig|195.2055.peg.1670,S,-
fig|195.2055.peg.1143,L,-
fig|195.2055.peg.683,L,-
fig|195.2055.peg.1658,G,-
fig|195.2055.peg.1717,L,-
fig|195.2056.peg.932,Q,-
fig|195.2056.peg.463,-,-
fig|195.2056.peg.359,G,-
fig|195.2056.peg.1489,-,-
fig|195.2056.peg.1814,S,-
fig|195.2056.peg.597,O,-
fig|195.2056.peg.1792,M,-
fig|195.2056.peg.1797,S,-
fig|195.2056.peg.461,S,-
fig|195.2056.peg.1611,F,-
fig|195.2056.peg.1350,-,-
fig|195.2056.peg.1,E,-
fig|195.2056.peg.1833,NT,-
fig|195.2056.peg.1686,M,-
fig|195.2056.peg.1165,S,-
fig|195.2056.peg.1633,C,-
fig|195.2056.peg.1687,GM,-
fig|195.2056.peg.1681,EH,-
fig|195.2056.peg.1614,S,-
fig|195.2056.peg.358,EGP,-
fig|195.2056.peg.1734,-,-
fig|195.2056.peg.1359,-,-
fig|195.2056.peg.1349,-,-
fig|195.2056.peg.1610,-,-
fig|195.2056.peg.1793,-,-
fig|195.2056.peg.1164,S,-
fig|195.2056.peg.1591,J,-
fig|195.2056.peg.1743,S,-
fig|195.2056.peg.1791,S,-
fig|195.2056.peg.1223,N,-
fig|195.2056.peg.1675,S,-
fig|195.2056.peg.1391,-,-
fig|195.2056.peg.1236,L,-
fig|195.2056.peg.1141,-,-
fig|195.2056.peg.1684,S,-
fig|195.2056.peg.1663,L,-
fig|195.2056.peg.599,-,-
fig|195.2056.peg.931,Q,-
fig|195.2056.peg.1688,GM,-
fig|195.2056.peg.468,S,-
fig|195.2056.peg.54,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2056.peg.1602,U,-
fig|195.2056.peg.1682,EH,-
fig|195.2056.peg.70,F,-
fig|195.2056.peg.818,L,-
fig|195.2056.peg.655,M,-
fig|195.2056.peg.1815,LU,-
fig|195.2057.peg.876,S,-
fig|195.2057.peg.822,S,-
fig|195.2057.peg.1240,T,-
fig|195.2057.peg.1226,P,-
fig|195.2057.peg.1546,H,-
fig|195.2057.peg.789,N,"GO:0005575,GO:0005623,GO:0009288,GO:0009425,GO:0042995,GO:0043226,GO:0043228,GO:0044422,GO:0044461,GO:0044463,GO:0044464"
fig|195.2057.peg.1695,EH,-
fig|195.2057.peg.152,H,-
fig|195.2057.peg.1702,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2057.peg.517,M,-
fig|195.2057.peg.1701,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2057.peg.1538,C,"GO:0005575,GO:0005623,GO:0042597,GO:0044464"
fig|195.2057.peg.1239,V,-
fig|195.2057.peg.1610,IQ,-
fig|195.2057.peg.1665,S,-
fig|195.2057.peg.1677,NT,-
fig|195.2057.peg.1460,M,-
fig|195.2057.peg.586,S,-
fig|195.2057.peg.211,L,-
fig|195.2057.peg.1278,N,-
fig|195.2057.peg.1279,N,-
fig|195.2057.peg.648,S,-
fig|195.2057.peg.1704,NT,-
fig|195.2057.peg.151,H,-
fig|195.2057.peg.1698,H,-
fig|195.2057.peg.1627,J,-
fig|195.2057.peg.1689,L,-
fig|195.2057.peg.1692,-,-
fig|195.2057.peg.516,S,-
fig|195.2057.peg.124,M,-
fig|195.2058.peg.1399,M,-
fig|195.2058.peg.1063,V,-
fig|195.2058.peg.1235,V,-
fig|195.2058.peg.1786,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2058.peg.1743,M,-
fig|195.2058.peg.414,NT,-
fig|195.2058.peg.1764,V,-
fig|195.2058.peg.1742,V,-
fig|195.2058.peg.472,E,-
fig|195.2058.peg.1789,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2058.peg.234,NT,-
fig|195.2058.peg.1309,V,-
fig|195.2059.peg.1789,S,-
fig|195.2059.peg.296,C,-
fig|195.2059.peg.348,O,-
fig|195.2059.peg.409,G,-
fig|195.2059.peg.263,G,-
fig|195.2059.peg.1788,-,-
fig|195.2059.peg.835,S,-
fig|195.2059.peg.1464,E,-
fig|195.2059.peg.1735,G,-
fig|195.2059.peg.1145,S,-
fig|195.2059.peg.1625,M,-
fig|195.2059.peg.308,G,-
fig|195.2059.peg.1754,G,-
fig|195.2059.peg.1787,L,-
fig|195.2059.peg.1629,-,-
fig|195.2059.peg.18,G,-
fig|195.2059.peg.1008,-,-
fig|195.2059.peg.349,O,-
fig|195.2059.peg.836,S,-
fig|195.2060.peg.18,P,-
fig|195.2060.peg.1147,L,-
fig|195.2060.peg.1212,E,-
fig|195.2060.peg.1281,G,-
fig|195.2060.peg.1786,NT,-
fig|195.2060.peg.1763,K,-
fig|195.2060.peg.1736,M,-
fig|195.2060.peg.822,K,-
fig|195.2060.peg.1752,M,-
fig|195.2060.peg.1715,S,-
fig|195.2060.peg.1696,C,-
fig|195.2060.peg.1787,F,-
fig|195.2060.peg.1648,LU,-
fig|195.2060.peg.954,-,-
fig|195.2060.peg.1148,L,-
fig|195.2060.peg.1695,-,-
fig|195.2060.peg.1791,P,-
fig|195.2060.peg.1772,E,-
fig|195.2060.peg.1466,C,-
fig|195.2060.peg.1588,LU,-
fig|195.2060.peg.1788,M,-
fig|195.2060.peg.1487,U,-
fig|195.2060.peg.78,-,-
fig|195.2060.peg.1740,J,-
fig|195.2060.peg.1121,T,-
fig|195.2060.peg.1781,J,-
fig|195.2060.peg.1779,C,-
fig|195.2060.peg.1435,-,-
fig|195.2060.peg.632,M,-
fig|195.2060.peg.1717,S,-
fig|195.2060.peg.835,S,-
fig|195.2060.peg.1597,KO,-
fig|195.2060.peg.1549,L,-
fig|195.2060.peg.1747,E,-
fig|195.2060.peg.1611,S,-
fig|195.2060.peg.1547,S,-
fig|195.2060.peg.930,C,-
fig|195.2060.peg.1546,S,-
fig|195.2060.peg.1733,E,-
fig|195.2060.peg.306,E,-
fig|195.2060.peg.1780,S,-
fig|195.2060.peg.510,K,-
fig|195.2060.peg.1541,L,-
fig|195.2060.peg.831,S,-
fig|195.2060.peg.1617,N,-
fig|195.2060.peg.1782,U,-
fig|195.2060.peg.1728,M,-
fig|195.2060.peg.1446,U,-
fig|195.2060.peg.1754,J,-
fig|195.2060.peg.1540,H,-
fig|195.2060.peg.1602,E,-
fig|195.2060.peg.1789,F,-
fig|195.2060.peg.1010,S,-
fig|195.2060.peg.1347,K,-
fig|195.2060.peg.1542,L,-
fig|195.2061.peg.475,P,-
fig|195.2061.peg.1670,S,-
fig|195.2061.peg.998,S,-
fig|195.2061.peg.348,S,-
fig|195.2061.peg.1667,NT,-
fig|195.2061.peg.1722,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2061.peg.1654,L,-
fig|195.2061.peg.266,M,-
fig|195.2061.peg.1203,-,-
fig|195.2061.peg.1575,Q,-
fig|195.2061.peg.165,S,-
fig|195.2061.peg.1333,L,-
fig|195.2061.peg.956,V,-
fig|195.2061.peg.1367,-,-
fig|195.2061.peg.1101,S,-
fig|195.2061.peg.543,M,-
fig|195.2061.peg.1712,M,-
fig|195.2061.peg.267,M,-
fig|195.2061.peg.268,GM,-
fig|195.2061.peg.1643,S,-
fig|195.2061.peg.1600,M,-
fig|195.2061.peg.1526,K,-
fig|195.2061.peg.1003,-,-
fig|195.2061.peg.1711,M,-
fig|195.2061.peg.1149,T,-
fig|195.2061.peg.1525,-,-
fig|195.2061.peg.1249,S,-
fig|195.2061.peg.1700,Q,-
fig|195.2061.peg.727,EH,-
fig|195.2061.peg.1250,S,-
fig|195.2061.peg.273,V,-
fig|195.2061.peg.1342,M,-
fig|195.2061.peg.618,C,-
fig|195.2061.peg.455,U,-
fig|195.2061.peg.371,-,-
fig|195.2061.peg.1666,NT,-
fig|195.2061.peg.1368,I,-
fig|195.2061.peg.456,U,-
fig|195.2061.peg.1343,M,-
fig|195.2063.peg.1542,S,-
fig|195.2063.peg.1927,-,-
fig|195.2063.peg.403,G,-
fig|195.2063.peg.1926,-,-
fig|195.2063.peg.1894,Q,-
fig|195.2063.peg.948,M,-
fig|195.2063.peg.1723,K,-
fig|195.2063.peg.1276,L,-
fig|195.2063.peg.1721,K,-
fig|195.2063.peg.1460,-,-
fig|195.2063.peg.1623,S,-
fig|195.2063.peg.979,-,-
fig|195.2063.peg.1089,S,-
fig|195.2063.peg.1913,L,-
fig|195.2063.peg.1172,M,-
fig|195.2063.peg.1104,-,-
fig|195.2063.peg.939,I,-
fig|195.2063.peg.239,S,-
fig|195.2063.peg.951,M,-
fig|195.2063.peg.1809,-,-
fig|195.2063.peg.1878,S,-
fig|195.2063.peg.1874,S,-
fig|195.2063.peg.794,-,-
fig|195.2063.peg.945,Q,-
fig|195.2063.peg.1229,-,-
fig|195.2063.peg.1914,L,-
fig|195.2063.peg.240,S,-
fig|195.2063.peg.1900,Q,-
fig|195.2063.peg.1683,E,-
fig|195.2063.peg.678,E,-
fig|195.2063.peg.1876,S,-
fig|195.2063.peg.1940,NT,-
fig|195.2063.peg.679,S,-
fig|195.2063.peg.1844,GM,-
fig|195.2063.peg.1456,-,-
fig|195.2063.peg.1773,S,-
fig|195.2063.peg.944,M,-
fig|195.2063.peg.1789,T,-
fig|195.2063.peg.954,GM,-
fig|195.2063.peg.947,M,-
fig|195.2063.peg.162,G,-
fig|195.2063.peg.952,M,-
fig|195.2063.peg.1806,-,-
fig|195.2063.peg.1759,S,-
fig|195.2063.peg.1916,L,-
fig|195.2063.peg.1566,U,-
fig|195.2063.peg.1243,E,-
fig|195.2063.peg.1768,-,-
fig|195.2063.peg.1841,S,-
fig|195.2063.peg.1941,S,-
fig|195.2063.peg.1905,-,-
fig|195.2063.peg.1882,-,-
fig|195.2063.peg.1016,-,-
fig|195.2063.peg.1893,-,-
fig|195.2063.peg.1763,K,-
fig|195.2063.peg.1892,-,-
fig|195.2063.peg.1153,-,-
fig|195.2063.peg.1730,S,"GO:0005575,GO:0018995,GO:0019012,GO:0030430,GO:0033643,GO:0033646,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217"
fig|195.2063.peg.436,S,-
fig|195.2063.peg.1812,-,-
fig|195.2063.peg.1756,-,-
fig|195.2063.peg.1862,S,-
fig|195.2063.peg.1816,S,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0005575,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006415,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019222,GO:0019439,GO:0019538,GO:0022411,GO:0032984,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034655,GO:0042221,GO:0042710,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043565,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044010,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044764,GO:0044877,GO:0046483,GO:0046677,GO:0046700,GO:0048519,GO:0050789,GO:0050896,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576"
fig|195.2063.peg.1787,U,-
fig|195.2063.peg.1423,S,-
fig|195.2063.peg.1580,L,-
fig|195.2063.peg.1868,I,-
fig|195.2063.peg.1865,-,-
fig|195.2063.peg.1120,-,-
fig|195.2063.peg.235,C,-
fig|195.2063.peg.949,G,-
fig|195.2063.peg.1936,-,-
fig|195.2063.peg.1454,-,-
fig|195.2063.peg.1520,S,-
fig|195.2063.peg.55,L,-
fig|195.2063.peg.1904,L,-
fig|195.2063.peg.1875,S,-
fig|195.2063.peg.220,V,-
fig|195.2063.peg.1915,S,-
fig|195.2063.peg.1903,-,-
fig|195.2063.peg.1765,L,-
fig|195.2063.peg.898,O,-
fig|195.2063.peg.1879,-,-
fig|195.2063.peg.1937,I,-
fig|195.2063.peg.1682,-,-
fig|195.2063.peg.44,-,-
fig|195.2063.peg.946,S,-
fig|195.2063.peg.1854,L,-
fig|195.2063.peg.1235,P,-
fig|195.2063.peg.1084,Q,-
fig|195.2063.peg.1873,S,-
fig|195.2063.peg.1121,S,-
fig|195.2063.peg.1385,L,-
fig|195.2063.peg.1925,S,-
fig|195.2063.peg.1881,-,-
fig|195.2063.peg.1171,T,-
fig|195.2063.peg.1839,JM,-
fig|195.2063.peg.1758,T,-
fig|195.2063.peg.1455,-,-
fig|195.2063.peg.1846,S,-
fig|195.2063.peg.1918,D,-
fig|195.2063.peg.1769,S,-
fig|195.2063.peg.1119,-,-
fig|195.2063.peg.1764,-,-
fig|195.2063.peg.1867,-,-
fig|195.2063.peg.1933,-,-
fig|195.2063.peg.1766,L,-
fig|195.2064.peg.690,-,-
fig|195.2064.peg.1496,-,-
fig|195.2064.peg.109,M,-
fig|195.2064.peg.1696,NT,-
fig|195.2064.peg.1723,LV,-
fig|195.2064.peg.255,L,-
fig|195.2064.peg.1596,V,-
fig|195.2064.peg.1057,-,-
