cluster,gene_representative
Cluster 2485,195.2144.peg.1915
Cluster 2486,195.2244.peg.1390
Cluster 2487,195.2248.peg.1652
Cluster 2488,195.2254.peg.762
Cluster 2489,195.2024.peg.1209
Cluster 2490,195.2024.peg.915
Cluster 2491,195.2024.peg.1257
Cluster 2492,195.2024.peg.476
Cluster 2493,195.2024.peg.391
Cluster 2494,195.2024.peg.1511
Cluster 2495,195.2024.peg.1170
Cluster 2496,195.2026.peg.1598
Cluster 2497,195.2034.peg.738
Cluster 2498,195.2043.peg.1674
Cluster 2499,195.2060.peg.1597
Cluster 2500,195.2089.peg.764
Cluster 2501,195.2116.peg.762
Cluster 2502,195.2175.peg.1708
Cluster 2503,195.2294.peg.1761
Cluster 2504,195.2024.peg.401
Cluster 2505,195.2024.peg.447
Cluster 2506,195.2024.peg.1536
Cluster 2507,195.2027.peg.492
Cluster 2508,195.2053.peg.516
Cluster 2509,195.2063.peg.1881
Cluster 2510,195.2092.peg.473
Cluster 2511,195.2141.peg.1382
Cluster 2512,195.2279.peg.1182
Cluster 2513,195.2024.peg.35
Cluster 2514,195.2024.peg.995
Cluster 2515,195.2024.peg.731
Cluster 2516,195.2024.peg.1524
Cluster 2517,195.2024.peg.1446
Cluster 2518,195.2026.peg.139
Cluster 2519,195.2026.peg.1529
Cluster 2520,195.2039.peg.1453
Cluster 2521,195.2045.peg.1064
Cluster 2522,195.2046.peg.1136
Cluster 2523,195.2059.peg.308
Cluster 2524,195.2063.peg.1756
Cluster 2525,195.2138.peg.452
Cluster 2526,195.2145.peg.1830
Cluster 2527,195.2148.peg.1422
Cluster 2528,195.2286.peg.1699
Cluster 2529,195.2024.peg.129
Cluster 2530,195.2024.peg.80
Cluster 2531,195.2024.peg.569
Cluster 2532,195.2024.peg.928
Cluster 2533,195.2024.peg.1566
Cluster 2534,195.2032.peg.1503
Cluster 2535,195.2033.peg.1732
Cluster 2536,195.2047.peg.1789
Cluster 2537,195.2122.peg.1825
Cluster 2538,195.2166.peg.1761
Cluster 2539,195.2172.peg.442
Cluster 2540,195.2178.peg.1704
Cluster 2541,195.2286.peg.1810
Cluster 2542,195.2024.peg.341
Cluster 2543,195.2024.peg.1477
Cluster 2544,195.2024.peg.1690
Cluster 2545,195.2024.peg.1414
Cluster 2546,195.2024.peg.180
Cluster 2547,195.2024.peg.695
Cluster 2548,195.2026.peg.1793
Cluster 2549,195.2026.peg.1787
Cluster 2550,195.2031.peg.1313
Cluster 2551,195.2046.peg.1137
Cluster 2552,195.2067.peg.1714
Cluster 2553,195.2087.peg.1745
Cluster 2554,195.2117.peg.1748
Cluster 2555,195.2121.peg.666
Cluster 2556,195.2135.peg.1833
Cluster 2557,195.2228.peg.1689
Cluster 2558,195.2269.peg.1732
Cluster 2559,195.2279.peg.837
Cluster 2560,195.2026.peg.1400
Cluster 2561,195.2026.peg.1389
Cluster 2562,195.2111.peg.924
Cluster 2563,195.2198.peg.1223
Cluster 2564,195.2224.peg.1420
Cluster 2565,195.2024.peg.1244
Cluster 2566,195.2024.peg.1550
Cluster 2567,195.2024.peg.916
Cluster 2568,195.2041.peg.1733
Cluster 2569,195.2042.peg.416
Cluster 2570,195.2063.peg.678
Cluster 2571,195.2118.peg.1710
Cluster 2572,195.2153.peg.1831
Cluster 2573,195.2157.peg.1187
Cluster 2574,195.2172.peg.1578
Cluster 2575,195.2204.peg.421
Cluster 2576,195.2212.peg.1796
Cluster 2577,195.2261.peg.1175
Cluster 2578,195.2286.peg.524
Cluster 2579,195.2024.peg.525
Cluster 2580,195.2024.peg.36
Cluster 2581,195.2024.peg.1063
Cluster 2582,195.2024.peg.55
Cluster 2583,195.2024.peg.320
Cluster 2584,195.2024.peg.1607
Cluster 2585,195.2029.peg.1779
Cluster 2586,195.2036.peg.806
Cluster 2587,195.2051.peg.953
Cluster 2588,195.2057.peg.1673
Cluster 2589,195.2060.peg.1010
Cluster 2590,195.2064.peg.1403
Cluster 2591,195.2070.peg.1850
Cluster 2592,195.2142.peg.1576
Cluster 2593,195.2166.peg.1809
Cluster 2594,195.2202.peg.1198
Cluster 2595,195.2222.peg.941
Cluster 2596,195.2225.peg.1337
Cluster 2597,195.2024.peg.491
Cluster 2598,195.2024.peg.1318
Cluster 2599,195.2024.peg.741
Cluster 2600,195.2026.peg.714
Cluster 2601,195.2026.peg.1643
Cluster 2602,195.2054.peg.1584
Cluster 2603,195.2055.peg.1488
Cluster 2604,195.2096.peg.1656
Cluster 2605,195.2174.peg.1210
Cluster 2606,195.2301.peg.1811
Cluster 2607,195.2024.peg.1441
Cluster 2608,195.2024.peg.1517
Cluster 2609,195.2033.peg.827
Cluster 2610,195.2085.peg.1140
Cluster 2611,195.2142.peg.1458
Cluster 2612,195.2146.peg.1748
Cluster 2613,195.2148.peg.1945
Cluster 2614,195.2153.peg.1717
Cluster 2615,195.2184.peg.1127
Cluster 2616,195.2201.peg.1093
Cluster 2617,195.2255.peg.290
Cluster 2618,195.2260.peg.1135
Cluster 2619,195.2024.peg.1533
Cluster 2620,195.2024.peg.132
Cluster 2621,195.2027.peg.1589
Cluster 2622,195.2039.peg.1711
Cluster 2623,195.2044.peg.1594
Cluster 2624,195.2065.peg.1736
Cluster 2625,195.2089.peg.1810
Cluster 2626,195.2113.peg.347
Cluster 2627,195.2120.peg.1247
Cluster 2628,195.2138.peg.1660
Cluster 2629,195.2205.peg.416
Cluster 2630,195.2241.peg.1660
Cluster 2631,195.2254.peg.1884
Cluster 2632,195.2260.peg.1474
Cluster 2633,195.2024.peg.600
Cluster 2634,195.2024.peg.1030
Cluster 2635,195.2024.peg.969
Cluster 2636,195.2024.peg.490
Cluster 2637,195.2034.peg.632
Cluster 2638,195.2034.peg.809
Cluster 2639,195.2055.peg.1775
Cluster 2640,195.2056.peg.931
Cluster 2641,195.2070.peg.775
Cluster 2642,195.2080.peg.1018
Cluster 2643,195.2118.peg.608
Cluster 2644,195.2120.peg.366
Cluster 2645,195.2121.peg.890
Cluster 2646,195.2202.peg.1369
Cluster 2647,195.2207.peg.1678
Cluster 2648,195.2294.peg.521
Cluster 2649,195.2026.peg.1355
Cluster 2650,195.2028.peg.529
Cluster 2651,195.2092.peg.822
Cluster 2652,195.2130.peg.1773
Cluster 2653,195.2138.peg.1023
Cluster 2654,195.2140.peg.1783
Cluster 2655,195.2165.peg.68
Cluster 2656,195.2184.peg.1442
Cluster 2657,195.2203.peg.1802
Cluster 2658,195.2288.peg.1805
Cluster 2659,195.2024.peg.771
Cluster 2660,195.2024.peg.1354
Cluster 2661,195.2024.peg.1651
Cluster 2662,195.2024.peg.653
Cluster 2663,195.2031.peg.1732
Cluster 2664,195.2034.peg.741
Cluster 2665,195.2034.peg.744
Cluster 2666,195.2057.peg.1702
Cluster 2667,195.2063.peg.1894
Cluster 2668,195.2067.peg.1612
Cluster 2669,195.2102.peg.1578
Cluster 2670,195.2113.peg.1890
Cluster 2671,195.2113.peg.1530
Cluster 2672,195.2130.peg.1015
Cluster 2673,195.2192.peg.1172
Cluster 2674,195.2231.peg.1909
Cluster 2675,195.2254.peg.1948
Cluster 2676,195.2276.peg.1438
Cluster 2677,195.2286.peg.1797
Cluster 2678,195.2296.peg.1680
Cluster 2679,195.2024.peg.459
Cluster 2680,195.2024.peg.275
Cluster 2681,195.2024.peg.1684
Cluster 2682,195.2024.peg.1230
Cluster 2683,195.2028.peg.44
Cluster 2684,195.2031.peg.642
Cluster 2685,195.2045.peg.478
Cluster 2686,195.2069.peg.1702
Cluster 2687,195.2113.peg.773
Cluster 2688,195.2130.peg.1798
Cluster 2689,195.2151.peg.1624
Cluster 2690,195.2163.peg.1791
Cluster 2691,195.2187.peg.1559
Cluster 2692,195.2254.peg.1835
Cluster 2693,195.2313.peg.568
Cluster 2694,195.2313.peg.1856
Cluster 2695,195.2024.peg.496
Cluster 2696,195.2024.peg.483
Cluster 2697,195.2024.peg.389
Cluster 2698,195.2024.peg.1321
Cluster 2699,195.2029.peg.1778
Cluster 2700,195.2034.peg.279
Cluster 2701,195.2054.peg.307
Cluster 2702,195.2067.peg.1632
Cluster 2703,195.2084.peg.1789
Cluster 2704,195.2109.peg.1515
Cluster 2705,195.2111.peg.1939
Cluster 2706,195.2137.peg.1104
Cluster 2707,195.2150.peg.1613
Cluster 2708,195.2225.peg.1430
Cluster 2709,195.2240.peg.935
Cluster 2710,195.2024.peg.148
Cluster 2711,195.2024.peg.697
Cluster 2712,195.2024.peg.902
Cluster 2713,195.2024.peg.1530
Cluster 2714,195.2024.peg.1095
Cluster 2715,195.2024.peg.689
Cluster 2716,195.2024.peg.1679
Cluster 2717,195.2024.peg.670
Cluster 2718,195.2028.peg.79
Cluster 2719,195.2034.peg.1459
Cluster 2720,195.2046.peg.1117
Cluster 2721,195.2055.peg.1778
Cluster 2722,195.2067.peg.1627
Cluster 2723,195.2122.peg.1814
Cluster 2724,195.2222.peg.1687
Cluster 2725,195.2230.peg.1811
Cluster 2726,195.2233.peg.1881
Cluster 2727,195.2239.peg.207
Cluster 2728,195.2243.peg.319
Cluster 2729,195.2024.peg.764
Cluster 2730,195.2024.peg.1713
Cluster 2731,195.2024.peg.1595
Cluster 2732,195.2024.peg.508
Cluster 2733,195.2024.peg.444
Cluster 2734,195.2024.peg.964
Cluster 2735,195.2048.peg.135
Cluster 2736,195.2063.peg.436
Cluster 2737,195.2151.peg.1771
Cluster 2738,195.2174.peg.1836
Cluster 2739,195.2224.peg.948
Cluster 2740,195.2024.peg.61
Cluster 2741,195.2024.peg.1630
Cluster 2742,195.2024.peg.111
Cluster 2743,195.2024.peg.15
Cluster 2744,195.2024.peg.777
Cluster 2745,195.2026.peg.814
Cluster 2746,195.2026.peg.1401
Cluster 2747,195.2037.peg.1861
Cluster 2748,195.2039.peg.1721
Cluster 2749,195.2101.peg.998
Cluster 2750,195.2146.peg.1712
Cluster 2751,195.2159.peg.1794
Cluster 2752,195.2182.peg.1556
Cluster 2753,195.2207.peg.1569
Cluster 2754,195.2258.peg.1726
Cluster 2755,195.2283.peg.1803
Cluster 2756,195.2311.peg.1641
Cluster 2757,195.2024.peg.1661
Cluster 2758,195.2024.peg.1469
Cluster 2759,195.2024.peg.1347
Cluster 2760,195.2024.peg.591
Cluster 2761,195.2028.peg.28
Cluster 2762,195.2063.peg.1926
Cluster 2763,195.2063.peg.1839
Cluster 2764,195.2136.peg.1792
Cluster 2765,195.2182.peg.1891
Cluster 2766,195.2241.peg.1358
Cluster 2767,195.2285.peg.1797
Cluster 2768,195.2295.peg.1258
Cluster 2769,195.2308.peg.352
Cluster 2770,195.2314.peg.1638
Cluster 2771,195.2024.peg.839
Cluster 2772,195.2024.peg.849
Cluster 2773,195.2024.peg.342
Cluster 2774,195.2085.peg.1426
Cluster 2775,195.2144.peg.1660
Cluster 2776,195.2174.peg.1510
Cluster 2777,195.2210.peg.415
Cluster 2778,195.2210.peg.417
Cluster 2779,195.2233.peg.1859
Cluster 2780,195.2024.peg.1210
Cluster 2781,195.2024.peg.1042
Cluster 2782,195.2024.peg.924
Cluster 2783,195.2032.peg.1705
Cluster 2784,195.2036.peg.385
Cluster 2785,195.2039.peg.1706
Cluster 2786,195.2042.peg.1095
Cluster 2787,195.2151.peg.939
Cluster 2788,195.2157.peg.1560
Cluster 2789,195.2230.peg.1440
Cluster 2790,195.2233.peg.1867
Cluster 2791,195.2237.peg.1621
Cluster 2792,195.2294.peg.1845
Cluster 2793,195.2301.peg.599
Cluster 2794,195.2024.peg.1002
Cluster 2795,195.2024.peg.187
Cluster 2796,195.2036.peg.809
Cluster 2797,195.2038.peg.1413
Cluster 2798,195.2039.peg.1656
Cluster 2799,195.2039.peg.1709
Cluster 2800,195.2060.peg.1733
Cluster 2801,195.2063.peg.1882
Cluster 2802,195.2102.peg.495
Cluster 2803,195.2140.peg.1757
Cluster 2804,195.2206.peg.1682
Cluster 2805,195.2231.peg.1915
Cluster 2806,195.2299.peg.1965
Cluster 2807,195.2308.peg.1514
Cluster 2808,195.2024.peg.1560
Cluster 2809,195.2024.peg.1322
Cluster 2810,195.2024.peg.323
Cluster 2811,195.2024.peg.308
Cluster 2812,195.2026.peg.758
Cluster 2813,195.2027.peg.1790
Cluster 2814,195.2034.peg.648
Cluster 2815,195.2046.peg.988
Cluster 2816,195.2046.peg.1667
Cluster 2817,195.2048.peg.624
Cluster 2818,195.2053.peg.1678
Cluster 2819,195.2080.peg.595
Cluster 2820,195.2113.peg.352
Cluster 2821,195.2182.peg.1892
Cluster 2822,195.2225.peg.1833
Cluster 2823,195.2239.peg.19
Cluster 2824,195.2254.peg.1730
Cluster 2825,195.2299.peg.1067
Cluster 2826,195.2301.peg.1786
Cluster 2827,195.2311.peg.1306
Cluster 2828,195.2024.peg.1249
Cluster 2829,195.2033.peg.1764
Cluster 2830,195.2063.peg.1914
Cluster 2831,195.2063.peg.1937
Cluster 2832,195.2069.peg.429
Cluster 2833,195.2123.peg.824
Cluster 2834,195.2223.peg.1626
Cluster 2835,195.2233.peg.1486
Cluster 2836,195.2243.peg.1335
Cluster 2837,195.2246.peg.1459
Cluster 2838,195.2249.peg.1788
Cluster 2839,195.2288.peg.171
Cluster 2840,195.2024.peg.1429
Cluster 2841,195.2024.peg.345
Cluster 2842,195.2025.peg.561
Cluster 2843,195.2025.peg.906
Cluster 2844,195.2027.peg.1601
Cluster 2845,195.2027.peg.870
Cluster 2846,195.2032.peg.1708
Cluster 2847,195.2036.peg.807
Cluster 2848,195.2052.peg.1463
Cluster 2849,195.2061.peg.1203
Cluster 2850,195.2064.peg.255
Cluster 2851,195.2092.peg.252
Cluster 2852,195.2132.peg.995
Cluster 2853,195.2144.peg.1919
Cluster 2854,195.2144.peg.1813
Cluster 2855,195.2200.peg.52
Cluster 2856,195.2203.peg.1610
Cluster 2857,195.2024.peg.24
Cluster 2858,195.2024.peg.1263
Cluster 2859,195.2024.peg.882
Cluster 2860,195.2024.peg.587
Cluster 2861,195.2024.peg.791
Cluster 2862,195.2026.peg.1199
Cluster 2863,195.2027.peg.86
Cluster 2864,195.2028.peg.25
Cluster 2865,195.2031.peg.1791
Cluster 2866,195.2034.peg.788
Cluster 2867,195.2039.peg.1693
Cluster 2868,195.2042.peg.260
Cluster 2869,195.2055.peg.1361
Cluster 2870,195.2070.peg.1782
Cluster 2871,195.2089.peg.1466
Cluster 2872,195.2124.peg.1771
Cluster 2873,195.2129.peg.1727
Cluster 2874,195.2141.peg.1371
Cluster 2875,195.2153.peg.1875
Cluster 2876,195.2179.peg.1584
Cluster 2877,195.2194.peg.105
Cluster 2878,195.2233.peg.1869
Cluster 2879,195.2283.peg.705
Cluster 2880,195.2299.peg.1903
Cluster 2881,195.2314.peg.36
Cluster 2882,195.2024.peg.1520
Cluster 2883,195.2024.peg.583
Cluster 2884,195.2024.peg.880
Cluster 2885,195.2024.peg.781
Cluster 2886,195.2032.peg.1251
Cluster 2887,195.2032.peg.1351
Cluster 2888,195.2033.peg.1738
Cluster 2889,195.2039.peg.355
Cluster 2890,195.2045.peg.1745
Cluster 2891,195.2121.peg.1711
Cluster 2892,195.2128.peg.1861
Cluster 2893,195.2152.peg.1681
Cluster 2894,195.2157.peg.871
Cluster 2895,195.2171.peg.1362
Cluster 2896,195.2172.peg.875
Cluster 2897,195.2024.peg.878
Cluster 2898,195.2024.peg.603
Cluster 2899,195.2024.peg.331
Cluster 2900,195.2024.peg.729
Cluster 2901,195.2024.peg.1344
Cluster 2902,195.2029.peg.1804
Cluster 2903,195.2031.peg.1548
Cluster 2904,195.2055.peg.1777
Cluster 2905,195.2056.peg.1814
Cluster 2906,195.2067.peg.1748
Cluster 2907,195.2085.peg.1061
Cluster 2908,195.2133.peg.1142
Cluster 2909,195.2144.peg.1802
Cluster 2910,195.2161.peg.1860
Cluster 2911,195.2178.peg.1673
Cluster 2912,195.2196.peg.1730
Cluster 2913,195.2197.peg.1790
Cluster 2914,195.2204.peg.15
Cluster 2915,195.2204.peg.287
Cluster 2916,195.2249.peg.1678
Cluster 2917,195.2024.peg.986
Cluster 2918,195.2024.peg.835
Cluster 2919,195.2024.peg.1067
Cluster 2920,195.2024.peg.1368
Cluster 2921,195.2024.peg.1578
Cluster 2922,195.2027.peg.867
Cluster 2923,195.2032.peg.1338
Cluster 2924,195.2042.peg.1771
Cluster 2925,195.2053.peg.1377
Cluster 2926,195.2060.peg.306
Cluster 2927,195.2065.peg.1577
Cluster 2928,195.2086.peg.1762
Cluster 2929,195.2113.peg.363
Cluster 2930,195.2113.peg.1529
Cluster 2931,195.2120.peg.1750
Cluster 2932,195.2133.peg.1934
Cluster 2933,195.2144.peg.1815
Cluster 2934,195.2196.peg.1182
Cluster 2935,195.2223.peg.462
Cluster 2936,195.2294.peg.1648
Cluster 2937,195.2024.peg.542
Cluster 2938,195.2029.peg.1658
Cluster 2939,195.2035.peg.1573
Cluster 2940,195.2045.peg.1343
Cluster 2941,195.2056.peg.1141
Cluster 2942,195.2057.peg.1240
Cluster 2943,195.2092.peg.1315
Cluster 2944,195.2094.peg.1762
Cluster 2945,195.2101.peg.1681
Cluster 2946,195.2111.peg.1944
Cluster 2947,195.2267.peg.1703
Cluster 2948,195.2270.peg.1834
Cluster 2949,195.2024.peg.377
Cluster 2950,195.2024.peg.1479
Cluster 2951,195.2024.peg.1200
Cluster 2952,195.2024.peg.696
Cluster 2953,195.2025.peg.24
Cluster 2954,195.2031.peg.1799
Cluster 2955,195.2045.peg.1144
Cluster 2956,195.2060.peg.1487
Cluster 2957,195.2101.peg.1112
Cluster 2958,195.2113.peg.1273
Cluster 2959,195.2125.peg.1794
Cluster 2960,195.2154.peg.1448
Cluster 2961,195.2185.peg.1443
Cluster 2962,195.2198.peg.1859
Cluster 2963,195.2199.peg.1794
Cluster 2964,195.2201.peg.753
Cluster 2965,195.2203.peg.1823
Cluster 2966,195.2244.peg.1113
Cluster 2967,195.2244.peg.1890
Cluster 2968,195.2250.peg.248
Cluster 2969,195.2024.peg.218
Cluster 2970,195.2024.peg.999
Cluster 2971,195.2024.peg.1060
Cluster 2972,195.2111.peg.1938
Cluster 2973,195.2148.peg.1732
Cluster 2974,195.2224.peg.1815
Cluster 2975,195.2230.peg.889
Cluster 2976,195.2252.peg.1118
Cluster 2977,195.2260.peg.1476
Cluster 2978,195.2314.peg.35
Cluster 2979,195.2024.peg.409
Cluster 2980,195.2024.peg.386
Cluster 2981,195.2024.peg.1676
Cluster 2982,195.2042.peg.1103
Cluster 2983,195.2048.peg.355
Cluster 2984,195.2064.peg.256
Cluster 2985,195.2113.peg.1006
Cluster 2986,195.2113.peg.353
Cluster 2987,195.2144.peg.1690
Cluster 2988,195.2164.peg.1776
Cluster 2989,195.2185.peg.1723
Cluster 2990,195.2233.peg.1842
Cluster 2991,195.2286.peg.1883
Cluster 2992,195.2024.peg.178
Cluster 2993,195.2024.peg.1456
Cluster 2994,195.2024.peg.566
Cluster 2995,195.2024.peg.713
Cluster 2996,195.2026.peg.1377
Cluster 2997,195.2026.peg.1384
Cluster 2998,195.2027.peg.1311
Cluster 2999,195.2028.peg.43
Cluster 3000,195.2029.peg.1263
Cluster 3001,195.2031.peg.156
Cluster 3002,195.2071.peg.1375
Cluster 3003,195.2100.peg.1773
Cluster 3004,195.2113.peg.508
Cluster 3005,195.2131.peg.1130
Cluster 3006,195.2139.peg.1635
Cluster 3007,195.2172.peg.898
Cluster 3008,195.2314.peg.1459
Cluster 3009,195.2024.peg.651
Cluster 3010,195.2024.peg.1117
Cluster 3011,195.2024.peg.126
Cluster 3012,195.2048.peg.356
Cluster 3013,195.2052.peg.127
Cluster 3014,195.2055.peg.1143
Cluster 3015,195.2069.peg.935
Cluster 3016,195.2085.peg.731
Cluster 3017,195.2111.peg.1945
Cluster 3018,195.2124.peg.1462
Cluster 3019,195.2162.peg.1761
Cluster 3020,195.2173.peg.601
Cluster 3021,195.2198.peg.61
Cluster 3022,195.2220.peg.249
Cluster 3023,195.2286.peg.1078
Cluster 3024,195.2024.peg.899
Cluster 3025,195.2029.peg.1788
Cluster 3026,195.2036.peg.802
Cluster 3027,195.2038.peg.1243
Cluster 3028,195.2038.peg.897
Cluster 3029,195.2061.peg.266
Cluster 3030,195.2063.peg.1723
Cluster 3031,195.2064.peg.1723
Cluster 3032,195.2071.peg.1831
Cluster 3033,195.2098.peg.1856
Cluster 3034,195.2151.peg.1772
Cluster 3035,195.2152.peg.1345
Cluster 3036,195.2199.peg.1858
Cluster 3037,195.2260.peg.1001
Cluster 3038,195.2286.peg.710
Cluster 3039,195.2024.peg.14
Cluster 3040,195.2024.peg.463
Cluster 3041,195.2024.peg.864
Cluster 3042,195.2024.peg.219
Cluster 3043,195.2025.peg.916
Cluster 3044,195.2031.peg.1751
Cluster 3045,195.2034.peg.1111
Cluster 3046,195.2039.peg.1798
Cluster 3047,195.2039.peg.44
Cluster 3048,195.2090.peg.1791
Cluster 3049,195.2113.peg.1415
Cluster 3050,195.2114.peg.886
Cluster 3051,195.2148.peg.1905
Cluster 3052,195.2170.peg.912
Cluster 3053,195.2178.peg.1613
Cluster 3054,195.2217.peg.1033
Cluster 3055,195.2024.peg.1631
Cluster 3056,195.2024.peg.283
Cluster 3057,195.2024.peg.202
Cluster 3058,195.2024.peg.1187
Cluster 3059,195.2024.peg.1275
Cluster 3060,195.2029.peg.1619
Cluster 3061,195.2036.peg.804
Cluster 3062,195.2063.peg.1730
Cluster 3063,195.2087.peg.196
Cluster 3064,195.2092.peg.1124
Cluster 3065,195.2132.peg.320
Cluster 3066,195.2231.peg.1645
Cluster 3067,195.2299.peg.222
Cluster 3068,195.2024.peg.477
Cluster 3069,195.2024.peg.750
Cluster 3070,195.2024.peg.185
Cluster 3071,195.2024.peg.387
Cluster 3072,195.2026.peg.1557
Cluster 3073,195.2031.peg.1793
Cluster 3074,195.2031.peg.1058
Cluster 3075,195.2031.peg.1094
Cluster 3076,195.2033.peg.1991
Cluster 3077,195.2034.peg.965
Cluster 3078,195.2066.peg.947
Cluster 3079,195.2098.peg.889
Cluster 3080,195.2113.peg.1574
Cluster 3081,195.2114.peg.971
Cluster 3082,195.2174.peg.1586
Cluster 3083,195.2244.peg.1467
Cluster 3084,195.2244.peg.1852
Cluster 3085,195.2268.peg.1666
Cluster 3086,195.2286.peg.1079
Cluster 3087,195.2024.peg.1116
Cluster 3088,195.2024.peg.184
Cluster 3089,195.2024.peg.1302
Cluster 3090,195.2024.peg.1622
Cluster 3091,195.2028.peg.1298
Cluster 3092,195.2032.peg.1223
Cluster 3093,195.2033.peg.1761
Cluster 3094,195.2033.peg.1737
Cluster 3095,195.2048.peg.126
Cluster 3096,195.2055.peg.872
Cluster 3097,195.2058.peg.1235
Cluster 3098,195.2267.peg.421
Cluster 3099,195.2269.peg.528
Cluster 3100,195.2294.peg.1785
Cluster 3101,195.2313.peg.810
Cluster 3102,195.2024.peg.1376
Cluster 3103,195.2024.peg.1299
Cluster 3104,195.2024.peg.411
Cluster 3105,195.2024.peg.385
Cluster 3106,195.2035.peg.40
Cluster 3107,195.2048.peg.1512
Cluster 3108,195.2063.peg.1567
Cluster 3109,195.2144.peg.1773
Cluster 3110,195.2162.peg.1078
Cluster 3111,195.2176.peg.26
Cluster 3112,195.2187.peg.48
Cluster 3113,195.2243.peg.1856
Cluster 3114,195.2254.peg.356
Cluster 3115,195.2255.peg.135
Cluster 3116,195.2313.peg.1823
Cluster 3117,195.2314.peg.348
Cluster 3118,195.2024.peg.1385
Cluster 3119,195.2024.peg.1471
Cluster 3120,195.2024.peg.1183
Cluster 3121,195.2024.peg.1464
Cluster 3122,195.2024.peg.1154
Cluster 3123,195.2027.peg.1793
Cluster 3124,195.2029.peg.1576
Cluster 3125,195.2033.peg.1965
Cluster 3126,195.2038.peg.821
Cluster 3127,195.2057.peg.1546
Cluster 3128,195.2069.peg.1758
Cluster 3129,195.2089.peg.168
Cluster 3130,195.2100.peg.1250
Cluster 3131,195.2113.peg.351
Cluster 3132,195.2152.peg.1636
Cluster 3133,195.2155.peg.1785
Cluster 3134,195.2171.peg.1567
Cluster 3135,195.2182.peg.1882
Cluster 3136,195.2194.peg.1118
Cluster 3137,195.2212.peg.1342
Cluster 3138,195.2244.peg.1770
Cluster 3139,195.2308.peg.948
Cluster 3140,195.2316.peg.1750
Cluster 3141,195.2024.peg.166
Cluster 3142,195.2024.peg.351
Cluster 3143,195.2026.peg.813
Cluster 3144,195.2027.peg.1166
Cluster 3145,195.2029.peg.1789
Cluster 3146,195.2031.peg.1551
Cluster 3147,195.2070.peg.1597
Cluster 3148,195.2096.peg.539
Cluster 3149,195.2112.peg.1432
Cluster 3150,195.2117.peg.234
Cluster 3151,195.2145.peg.1702
Cluster 3152,195.2171.peg.1775
Cluster 3153,195.2179.peg.1065
Cluster 3154,195.2190.peg.723
Cluster 3155,195.2226.peg.1789
Cluster 3156,195.2254.peg.1953
Cluster 3157,195.2261.peg.1356
Cluster 3158,195.2289.peg.1859
Cluster 3159,195.2315.peg.1822
Cluster 3160,195.2024.peg.280
Cluster 3161,195.2024.peg.1521
Cluster 3162,195.2034.peg.848
Cluster 3163,195.2083.peg.96
Cluster 3164,195.2101.peg.1717
Cluster 3165,195.2113.peg.1901
Cluster 3166,195.2194.peg.1305
Cluster 3167,195.2230.peg.893
Cluster 3168,195.2232.peg.1722
Cluster 3169,195.2294.peg.547
Cluster 3170,195.2310.peg.1805
Cluster 3171,195.2314.peg.122
Cluster 3172,195.2024.peg.223
Cluster 3173,195.2024.peg.1100
Cluster 3174,195.2024.peg.1039
Cluster 3175,195.2029.peg.1810
Cluster 3176,195.2043.peg.692
Cluster 3177,195.2053.peg.1475
Cluster 3178,195.2066.peg.1788
Cluster 3179,195.2128.peg.1803
Cluster 3180,195.2144.peg.1796
Cluster 3181,195.2151.peg.1320
Cluster 3182,195.2152.peg.1621
Cluster 3183,195.2152.peg.1356
Cluster 3184,195.2184.peg.1133
Cluster 3185,195.2225.peg.1865
Cluster 3186,195.2285.peg.1228
Cluster 3187,195.2024.peg.324
Cluster 3188,195.2024.peg.1211
Cluster 3189,195.2024.peg.395
Cluster 3190,195.2024.peg.1265
Cluster 3191,195.2024.peg.1481
Cluster 3192,195.2026.peg.304
Cluster 3193,195.2029.peg.1774
Cluster 3194,195.2032.peg.1704
Cluster 3195,195.2044.peg.1371
Cluster 3196,195.2059.peg.348
Cluster 3197,195.2085.peg.458
Cluster 3198,195.2125.peg.1746
Cluster 3199,195.2144.peg.1778
Cluster 3200,195.2172.peg.1307
Cluster 3201,195.2192.peg.976
Cluster 3202,195.2196.peg.841
Cluster 3203,195.2202.peg.1371
Cluster 3204,195.2233.peg.1487
Cluster 3205,195.2286.peg.1102
